pmid,line_number,line,entities
39256791,308,"The noteworthy role of   fraction and cisplatin in enhancing the incidence of necrosis (8.24 ± 1.12, 3.06 ± 1.76 and 0.89 ± 1.02, respectively) necessitates attention (Figs.  ). ","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 38, 'end': 47}]"
39256791,321,"The current study investigated the activity of caspase-3, caspase-8, and caspase-9 in MDA-MB 231 TNBC cells when treated with   leaf crude extracts, fraction SF2 and cisplatin (Fig.  A-F). ","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 166, 'end': 175}]"
39256791,323,"In comparison, the control group maintained a baseline caspase-3 activity level of 1.00, and cisplatin showed similar activity as the control. ","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 93, 'end': 102}]"
39256791,354,The present study’s findings highlight the dynamic alterations in cellular respiration and mitochondrial function in MDA-MB-231 TNBC cells following treatment with   leaf crude extract and cisplatin (Fig.  ). ,"[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 189, 'end': 198}]"
39256791,356,"Firstly, the substantial increase in routine respiration observed in cisplatin-treated cells signifies a heightened basal metabolic activity, which might be attributed to the cellular response to cisplatin-induced stress. ","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 69, 'end': 78}, {'entity': 'Cisplatin', 'type': 'Drug', 'start': 196, 'end': 205}]"
39256791,371,"Moreover, the results involving Glycerophosphate dehydrogenase activity showed substantial increases in both treatment groups, particularly in cisplatin-treated cells, suggesting a metabolic shift influenced by the treatments. ","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 143, 'end': 152}]"
39256791,374,"Notably, Complex-IV activity exhibited an increase in cisplatin-treated cells, while   leaf crude extract treatment displayed a moderate effect, suggesting distinct responses in mitochondrial respiration between the two treatments. ","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 54, 'end': 63}]"
39256791,709,"The fifth step included stepwise titrations of the uncoupler carbonyl cyanide m-chlorophenylhydrazone CCCP (U) (0.5 μM) to determine noncoupled CI-linked respiration, corresponding to electron transfer system capacity (ETS capacity) with CI-linked substrates.","[{'entity': 'CI', 'type': 'CellLine', 'start': 144, 'end': 146}, {'entity': 'CI', 'type': 'CellLine', 'start': 238, 'end': 240}]"
39256791,741,"The fifth step included stepwise titrations of the uncoupler carbonyl cyanide m-chlorophenylhydrazone CCCP (U) (0.5 μM) to determine noncoupled CI-linked respiration, corresponding to electron transfer system capacity (ETS capacity) with CI-linked substrates.","[{'entity': 'CI', 'type': 'CellLine', 'start': 144, 'end': 146}, {'entity': 'CI', 'type': 'CellLine', 'start': 238, 'end': 240}]"
39256791,772,"The fifth step included stepwise titrations of the uncoupler carbonyl cyanide m-chlorophenylhydrazone CCCP (U) (0.5 μM) to determine noncoupled CI-linked respiration, corresponding to electron transfer system capacity (ETS capacity) with CI-linked substrates.","[{'entity': 'CI', 'type': 'CellLine', 'start': 144, 'end': 146}, {'entity': 'CI', 'type': 'CellLine', 'start': 238, 'end': 240}]"
39256791,798,"The fifth step included stepwise titrations of the uncoupler carbonyl cyanide m-chlorophenylhydrazone CCCP (U) (0.5 μM) to determine noncoupled CI-linked respiration, corresponding to electron transfer system capacity (ETS capacity) with CI-linked substrates.","[{'entity': 'CI', 'type': 'CellLine', 'start': 144, 'end': 146}, {'entity': 'CI', 'type': 'CellLine', 'start': 238, 'end': 240}]"
39256791,843,"In addition, Cytochrome-C (Cyt-C) expression was increased in both cisplatin and ","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 67, 'end': 76}]"
39256791,844,"The results of the glycerophosphate dehydrogenase flux showed an increase in both treatment groups, with cisplatin-treated cells (37.98 pmol·s","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 105, 'end': 114}]"
39256791,876,"In addition, Cytochrome-C (Cyt-C) expression was increased in both cisplatin and ","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 67, 'end': 76}]"
39256791,877,"The results of the glycerophosphate dehydrogenase flux showed an increase in both treatment groups, with cisplatin-treated cells (37.98 pmol·s","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 105, 'end': 114}]"
39256791,909,"In addition, Cytochrome-C (Cyt-C) expression was increased in both cisplatin and ","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 67, 'end': 76}]"
39256791,910,"The results of the glycerophosphate dehydrogenase flux showed an increase in both treatment groups, with cisplatin-treated cells (37.98 pmol·s","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 105, 'end': 114}]"
39256791,940,"In addition, Cytochrome-C (Cyt-C) expression was increased in both cisplatin and ","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 67, 'end': 76}]"
39256791,941,"The results of the glycerophosphate dehydrogenase flux showed an increase in both treatment groups, with cisplatin-treated cells (37.98 pmol·s","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 105, 'end': 114}]"
39256827,29,MCF7 cell line was from the laboratory of Dr. ,"[{'entity': 'MCF7', 'type': 'CellLine', 'start': 0, 'end': 4}]"
39256827,31,The SUM44PE cell line was purchased from BioIVT (Catalog: HUMANSUM-0003016). ,"[{'entity': 'SUM44PE', 'type': 'CellLine', 'start': 4, 'end': 11}]"
39256827,32,"Dulbecco’s modified Eagle’s medium (DMEM) with high glucose (Hyclone #SH30081.01) was supplemented with 10% fetal bovine serum (FBS, Omega Scientific #FB-01) and 1% Pen Strep Glutamine (PSG, Life Technologies #10378-016) to prepare the complete media for MCF7 cell culturing. ","[{'entity': 'MCF7', 'type': 'CellLine', 'start': 255, 'end': 259}]"
39256827,33,"Ham’s F-12 (Life Technologies #11765054) was supplemented with 1 g/L Bovine Serum Albumin (BSA, Sigma Aldrich #A8806), 5 mM of Ethanolamine (Sigma Aldrich #E0135), 10 mM of HEPES (Sigma Aldrich H3375), 1 μg/mL of Hydrocortisone (Sigma Aldrich #H4001), 5 μg/mL of Insulin (Sigma Aldrich #I9278), 50 nM of Sodium Selenite (Sigma Aldrich #S9133), 5 μg/mL of apo-Transferrin (Sigma Aldrich #T2252), 10 nM of Triiodo Thyronine (T3, Sigma Aldrich #T5516), and 2% FBS to prepare the complete media for the SUM44PE cell line. ","[{'entity': 'SUM44PE', 'type': 'CellLine', 'start': 499, 'end': 506}]"
39256827,78,"DfAd-GFP or Ad-GFP were added to the cells (day 1) and incubated at 37 °C and 5% CO . GFP fluorescence intensities were measured using a Tecan F PLEX Infinite 200 Pro microplate reader (Tecan Group Ltd., Männedorf, Switzerland) on day 4 for human primary breast cancer cells, MCF7, SUM44PE, and MDA-MB-231 cells.","[{'entity': 'MCF7', 'type': 'CellLine', 'start': 276, 'end': 280}, {'entity': 'SUM44PE', 'type': 'CellLine', 'start': 282, 'end': 289}]"
39256827,151,"3 ) CAR IHC of MCF7 shows negative CAR expression in membrane and cytoplasm. ( ) CAR IHC of SUM44PE shows negative CAR expression in membrane and punctate cytoplasmic expression. ( ) CAR IHC of MDA-MB-231 show positive CAR expression in membrane and some cytoplasmic expression. ( ) Transduction efficiency of MCF7, a CAR-negative IDC cell line. ( ) Transduction efficiency of SUM44PE, a membrane CAR-negative ILC cell line. ( ) Transduction efficiency of MDA-MB-231, a membrane CAR-positive IDC cell line. ","[{'entity': 'MCF7', 'type': 'CellLine', 'start': 15, 'end': 19}, {'entity': 'SUM44PE', 'type': 'CellLine', 'start': 92, 'end': 99}, {'entity': 'MCF7', 'type': 'CellLine', 'start': 310, 'end': 314}, {'entity': 'SUM44PE', 'type': 'CellLine', 'start': 377, 'end': 384}]"
39256827,152,Error bars are standard error of the mean (SEM) ,"[{'entity': 'SEM', 'type': 'CellLine', 'start': 43, 'end': 46}]"
39256827,154,"The cell lines used were MCF7, a CAR-negative IDC cell line, MDA-MB-231, a high-CAR IDC cell line and SUM44PE is an ILC cell line. ","[{'entity': 'MCF7', 'type': 'CellLine', 'start': 25, 'end': 29}, {'entity': 'SUM44PE', 'type': 'CellLine', 'start': 102, 'end': 109}]"
39256827,155,CAR IHC staining reveals no CAR expression in either the membrane or cytoplasm in MCF7 (Fig.  A). ,"[{'entity': 'MCF7', 'type': 'CellLine', 'start': 82, 'end': 86}]"
39256827,156,CAR expression is dot-like in the cytoplasm of SUM44PE similar to that observed in human ILC tissue specimens (Fig.  B). ,"[{'entity': 'SUM44PE', 'type': 'CellLine', 'start': 47, 'end': 54}]"
39256827,158,"To model how DfAd and Ad transduce IDC and ILC tumor cells, MCF7, SUM44PE, and MDA-MB-231 cells were transduced by DfAd-GFP and Ad-GFP. ","[{'entity': 'MCF7', 'type': 'CellLine', 'start': 60, 'end': 64}, {'entity': 'SUM44PE', 'type': 'CellLine', 'start': 66, 'end': 73}]"
39256827,159,MCF7 cells treated with DfAd-GFP at MOI 100 demonstrated 17-times higher transduction efficiency compared to cells treated by Ad-GFP at the same MOI (Fig.  D). ,"[{'entity': 'MCF7', 'type': 'CellLine', 'start': 0, 'end': 4}]"
39256827,160,SUM44PE cells treated with DfAd-GFP at MOI 50 demonstrated 4-fold higher transduction efficiency compared to cells treated by Ad-GFP at the same MOI (Fig.  E). ,"[{'entity': 'SUM44PE', 'type': 'CellLine', 'start': 0, 'end': 7}]"
39256827,166,"CAR Expression (  = 3 in Low and   = 2 in High), *  < 0.05, ns = not significant. ( ) The transduction efficiency of primary human tumor sample ID 0.029 when transduced with DfAd-GFP versus Ad-GFP at multiple MOI.   = 3. ( ) The transduction efficiency of primary human tumor sample ID 0.030 when transduced with DfAd-GFP versus Ad-GFP at multiple MOI.   = 3. Of the five reported tumor samples, 0.029 and 0.030 were the only two samples that yielded sufficient cells to measure transduction efficiency at multiple MOIs. ( ) CAR IHC staining of an IDC tumor that shows CAR staining intensity < 1+. ( ) CAR IHC staining of an IDC tumor that shows very high CAR staining intensity 3+. Error bars are SEM Transduction of human primary IDC tumor cells To model how DfAd and Ad transduce primary human breast tumors, human breast tumor samples were homogenized into single cells and transduced with DfAd-GFP and Ad-GFP. ","[{'entity': 'SEM', 'type': 'CellLine', 'start': 698, 'end': 701}]"
39256827,198,"Using cell lines MCF7 and MDA-MB-231 to model IDC with no CAR expression and high membrane CAR expression, respectively, we show that liposome encapsulation (DfAd-GFP) increases adenoviral transduction efficiency up to 17-fold in CAR negative cells. ","[{'entity': 'MCF7', 'type': 'CellLine', 'start': 17, 'end': 21}]"
39256827,201,"Our experiments using SUM44PE, an ILC cell line, showed 4-fold enhanced transduction efficiency using DfAd-GFP compared to Ad-GFP, indicating that liposome enhanced transduction is more efficient in ILC tumor cells than receptor-based Ad transduction through CAR. ","[{'entity': 'SUM44PE', 'type': 'CellLine', 'start': 22, 'end': 29}]"
39256827,228,"2020;10:590643. Engstrøm MJ, Opdahl S, Vatten LJ, Haugen OA, Bofin AM. ","[{'entity': 'MJ', 'type': 'CellLine', 'start': 25, 'end': 27}]"
39256827,303,Multiple treatment cycles of liposome-encapsulated adenoviral RIP-TK gene therapy effectively ablate human pancreatic cancer cells in SCID mice. ,"[{'entity': 'TK', 'type': 'CellLine', 'start': 66, 'end': 68}]"
39256827,573,"Using cell lines MCF7 and MDA-MB-231 to model IDC with no CAR expression and high membrane CAR expression, respectively, we show that liposome encapsulation (DfAd-GFP) increases adenoviral transduction efficiency up to 17-fold in CAR negative cells. ","[{'entity': 'MCF7', 'type': 'CellLine', 'start': 17, 'end': 21}]"
39256827,576,"Our experiments using SUM44PE, an ILC cell line, showed 4-fold enhanced transduction efficiency using DfAd-GFP compared to Ad-GFP, indicating that liposome enhanced transduction is more efficient in ILC tumor cells than receptor-based Ad transduction through CAR. ","[{'entity': 'SUM44PE', 'type': 'CellLine', 'start': 22, 'end': 29}]"
39256827,582,"Using cell lines MCF7 and MDA-MB-231 to model IDC with no CAR expression and high membrane CAR expression, respectively, we show that liposome encapsulation (DfAd-GFP) increases adenoviral transduction efficiency up to 17-fold in CAR negative cells. ","[{'entity': 'MCF7', 'type': 'CellLine', 'start': 17, 'end': 21}]"
39256827,585,"Our experiments using SUM44PE, an ILC cell line, showed 4-fold enhanced transduction efficiency using DfAd-GFP compared to Ad-GFP, indicating that liposome enhanced transduction is more efficient in ILC tumor cells than receptor-based Ad transduction through CAR. ","[{'entity': 'SUM44PE', 'type': 'CellLine', 'start': 22, 'end': 29}]"
39256827,591,"Using cell lines MCF7 and MDA-MB-231 to model IDC with no CAR expression and high membrane CAR expression, respectively, we show that liposome encapsulation (DfAd-GFP) increases adenoviral transduction efficiency up to 17-fold in CAR negative cells. ","[{'entity': 'MCF7', 'type': 'CellLine', 'start': 17, 'end': 21}]"
39256827,594,"Our experiments using SUM44PE, an ILC cell line, showed 4-fold enhanced transduction efficiency using DfAd-GFP compared to Ad-GFP, indicating that liposome enhanced transduction is more efficient in ILC tumor cells than receptor-based Ad transduction through CAR. ","[{'entity': 'SUM44PE', 'type': 'CellLine', 'start': 22, 'end': 29}]"
39256827,600,"Using cell lines MCF7 and MDA-MB-231 to model IDC with no CAR expression and high membrane CAR expression, respectively, we show that liposome encapsulation (DfAd-GFP) increases adenoviral transduction efficiency up to 17-fold in CAR negative cells. ","[{'entity': 'MCF7', 'type': 'CellLine', 'start': 17, 'end': 21}]"
39256827,603,"Our experiments using SUM44PE, an ILC cell line, showed 4-fold enhanced transduction efficiency using DfAd-GFP compared to Ad-GFP, indicating that liposome enhanced transduction is more efficient in ILC tumor cells than receptor-based Ad transduction through CAR. ","[{'entity': 'SUM44PE', 'type': 'CellLine', 'start': 22, 'end': 29}]"
39257649,72,"55 (33–80) ECOG performance status  0–1ⁱⁱⁱ (83.5)  ⩾2⁲⁲ (16.5) HER2 expression  IHC 2+ and FISH+ 24 (18.0)  IHC 3+ 109 (82.0) HR status  Negative 62 (46.6)  Positive 71 (53.4) Ki-67 level  ⩽20% 22 (16.5)  >20% 96 (72.2)  NA 15 (11.3) Surgery 25 (18.8)  Yes 108 (81.2) Radiotherapy 75 (56.4) 58 (43.6) DFI (month)  ⩽12⁲⁵ (18.8)  >12⁸⁳ (62.4)  De novo IV stage Previous trastuzumab treatment  Neoadjuvant therapy period 29 (21.8)  Adjuvant therapy period 46 (34.6)  Metastatic disease period 68 (51.1) Previous anti-HER2 treatment  Pertuzumab 38 (28.6)  Pyrotinib 72 (54.1)  Lapatinib  Other TKIs 7 (5.3)  Angiogenesis inhibitors 5 (3.8)  TDM1  DS-8201⁵ (3.8)  RC-48⁸ (6.0)  Other ADCs 9 (6.8) Metastatic sites  Lymph node 81 (60.9)  Liver 50 (37.6)  Lung 73 (54.9)  Bone 57 (42.9)  Brain 31 (23.3)  Others 30 (22.6) Visceral metastases 26 (19.5) 107 (80.5) Treatment lines  1 line 19 (14.3)  2 lines 36 (27.1)  3 lines  4 lines  ⩾5 lines 27 (20.3) ADC, antibody–drug conjugate; DFI, disease-free interval; FISH, Fluorescence in situ hybridization; HER2, human epidermal growth factor receptor 2; HR, hazard ratios; IHC, immunohistochemical; TKI, tyrosine kinase inhibitor.","[{'entity': 'RC', 'type': 'CellLine', 'start': 659, 'end': 661}]"
39257649,79,"Statistical analysis Statistical analysis was performed using SPSS 26.0 (IBM Corporation, Armonk, NY, USA) and R Studio (version 4.1.2, RStudio, PBC, Boston, MA, USA). ","[{'entity': 'NY', 'type': 'CellLine', 'start': 98, 'end': 100}]"
39257649,145,"The results showed that the first-line treatment group had a mPFS of 14.0 months (95% CI: 10.2–17.8), while the second-line treatment group had a mPFS of 15.0 months (95% CI: 4.4–25.6;  Supplemental Figure S1(G) ","[{'entity': 'CI', 'type': 'CellLine', 'start': 86, 'end': 88}, {'entity': 'CI', 'type': 'CellLine', 'start': 171, 'end': 173}]"
39257649,175,"Further analysis of multivariate demonstrated that patients with a history of HER2-TKIs treatment had a worse PFS (HR 2.829, 95% CI 1.265–6.328,   = 0.011). ","[{'entity': 'CI', 'type': 'CellLine', 'start': 129, 'end': 131}]"
